MID,UID,评论时间,评论内容,评论人UID,评论人昵称,评论人个性签名,关注数量,粉丝数量,点赞数量,作品数,IP所属
4492809505100284	,2213144653	,2020-04-12 09:58:08,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837692,648,0,53545,北京 西城区
4499141307122699	,3788629072	,2020-04-29 20:18:02,[色]1111122255577799999,7156655124,吃掉菜芽菌,每日更新美食精选，专注美食，多多关注哦！,11022,223,0,141167,北京 东城区
4499141307122699	,3788629072	,2020-04-29 20:17:11,[喜],6879872033,种草盘他菌,每日母婴精选时时更新！没有公主的命，但要有女王的心！,16230,366,0,149954,北京 朝阳区
4499141307122699	,3788629072	,2020-04-29 20:15:15,[舔屏]666888,2706436521,神券歌,没有公主的命，但要有女王的心！,11023,310,0,145264,北京 朝阳区
4499141307122699	,3788629072	,2020-04-29 20:12:30,[1]http://t.cn/A6AUA07H ,3788629072,传奇精选,精选优质生活，关注我！,19426,437,0,156145,北京
4499141307122699	,3788629072	,2020-04-29 20:12:29,可以可以可以,7189916882,小雪旅行,大家好！ 我是小雪🌿 一个喜欢旅游的90后小姑娘 因为我经常出去旅游所以认识很多喜欢旅游的朋友！ 如果大家喜欢我就可以关注我大家一起去旅行谢谢！,747937,668,0,33444,北京 东城区
4499141143503127	,2615659173	,2020-04-29 20:14:39,大乔来支持你啦,5792143556,大乔仙女君,,83538,2211,0,19240,香港 其他
4499141143503127	,2615659173	,2020-04-29 20:11:51,[1]http://t.cn/A6AUAa8e ,2615659173,心选心愿,没有女王的命，但要有一颗女王的心,10697,506,0,146734,北京
4499140987883283	,6879872033	,2020-04-29 20:57:05,[礼物]新年快乐····[哆啦A梦吃惊][哆啦A梦吃惊][哆啦A梦吃惊][哆啦A梦吃惊],3788629072,传奇精选,精选优质生活，关注我！,19426,437,0,156145,北京
4499140987883283	,6879872033	,2020-04-29 20:16:02,数由心中生，法无一定法，类象万物情，通悟神明德。,3194177182,数字能量改运学,中国伏羲易学研究学会会员，中国高级风水师、命理预测师，乐活学院联合创始人、导师。 加徽💚：2278313，分析号码、改选号码，学员培训，内部书籍。,108120,1671,0,8499,重庆 涪陵区
4499140987883283	,6879872033	,2020-04-29 20:11:14,[1]http://t.cn/A6AUAIDV ,6879872033,种草盘他菌,每日母婴精选时时更新！没有公主的命，但要有女王的心！,16230,366,0,149954,北京 朝阳区
4499140832675967	,7156655124	,2020-04-29 20:10:37,[1]http://t.cn/A6AUAGs0 ,7156655124,吃掉菜芽菌,每日更新美食精选，专注美食，多多关注哦！,11022,223,0,141167,北京 东城区
4499140677727675	,2706436521	,2020-04-29 20:11:47,[委屈],2615659173,心选心愿,没有女王的命，但要有一颗女王的心,10697,506,0,146734,北京
4499140677727675	,2706436521	,2020-04-29 20:11:24,每个人都有青春，每个青春都有故事，每个故事都有遗憾，每个遗憾都有回味不尽的美味——西门五叔,2624620987,小野岭子,回头看，轻舟已过万重山。,1449926,1022,0,44809,北京
4499140677727675	,2706436521	,2020-04-29 20:10:00,[1]http://t.cn/A6AUA29u ,2706436521,神券歌,没有公主的命，但要有女王的心！,11023,310,0,145264,北京 朝阳区
4511332567389449	,6666344697	,2020-07-11 11:31:43,你们后来是怎么变成可以装的啊。我们小区也这样。,3659056891,Sang-Chi,RECONFIGURATION,81,421,0,2032,湖北
4514334900893099	,2962264604	,2020-06-10 18:26:25,[1]http://t.cn/A62FrFTC ,2962264604,白菜博主,酒在肚子里，事在心里，中间总好象隔着一层，无论喝多少酒，都淹不到心上去,44099,4846,0,266470,海外 美国
4514334900893099	,2962264604	,2020-06-10 18:26:20,找其他商品戳 : http://t.cn/A6z6QaNa,2962264604,白菜博主,酒在肚子里，事在心里，中间总好象隔着一层，无论喝多少酒，都淹不到心上去,44099,4846,0,266470,海外 美国
4515763077741508	,2962264604	,2020-06-14 17:01:29,[1]http://t.cn/A62FrFTC ,2962264604,白菜博主,酒在肚子里，事在心里，中间总好象隔着一层，无论喝多少酒，都淹不到心上去,44099,4846,0,266470,海外 美国
4515763077741508	,2962264604	,2020-06-14 17:01:25,找其他商品戳 : http://t.cn/A6z6QaNa,2962264604,白菜博主,酒在肚子里，事在心里，中间总好象隔着一层，无论喝多少酒，都淹不到心上去,44099,4846,0,266470,海外 美国
4516361982926982	,2770288485	,2020-06-16 08:41:19,[1]http://t.cn/A6LqltTX ,2770288485,性感软妹子,情景剧编剧,1230635,2709,0,109055,其他
4520838748368850	,1767965872	,2020-06-28 18:55:12,有媒体想采访报道的，可以私信我，我可以投诉人的电话。,1767965872,不进则退888,真正的禅机只在当下。不妨从每个人的工作关系中看出秩序，从自己的凝神生活中看出空灵，不必等闲情亦有舒畅,483,156,1,104,江西
4520838748368850	,1767965872	,2020-06-28 17:58:32,里面有一个链接是录音，更让人气愤！中国移动的工作人员简直在强词夺理。,1767965872,不进则退888,真正的禅机只在当下。不妨从每个人的工作关系中看出秩序，从自己的凝神生活中看出空灵，不必等闲情亦有舒畅,483,156,0,104,江西
4520838748368850	,1767965872	,2020-06-28 17:24:03,您好，您遇到的问题可以通过私信联系我们，我们会竭诚为您服务。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948794,559,0,51612,北京
4522536845631719	,2184573631	,2020-07-03 11:58:06,这些垄断性的企业就跟流氓一样,2477844523,千霜晚,进退莫疑，自有佳期！,542,449,0,967,陕西 商洛
4522536845631719	,2184573631	,2020-07-03 10:19:50,您好，非常抱歉给您带来不良感知，您遇到的问题可以通过私信联系我们，我们会尽快帮您核实的，谢谢！,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837691,648,0,53545,北京 西城区
4523666950004123	,1697173353	,2020-07-06 18:37:07,语音遥控器。。真是醉了。。[衰],1616684874,小倩爱吃小甜点,忙着可爱！,561,349,0,4796,山东 济南
4523666950004123	,1697173353	,2020-07-06 14:14:46,您好！小编非常理解您的心情，您先别着急，请将您的移动号码通过私信发送给我们，我们会尽快帮您核实，核实后回复您，谢谢关注！,2294213187,sdydzxkf01,,195,126,0,205,山东 济南
4528147476775280	,1846122237	,2020-07-19 22:43:23,套路就是如此,7339240217,30而立奋斗吧,,55,16,0,19,其他
4528147476775280	,1846122237	,2020-07-19 09:32:25,您好，非常理解您此刻的心情，请您私信告知出现问题的号码及您的联系电话，我们为您上报核实一下，谢谢！,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837691,648,0,53545,北京 西城区
4539743487137478	,2455005600	,2020-08-19 21:10:55,"http://t.cn/A6U3vCdw，打不开的话,復.制这条,打开【手.掏】即可✔HdR9ccEMndV✔",2455005600,搞笑味,本博发布信息不代表自己思想和想法，我还是我，一只逗比、段子狗、有点污。,1118107,199,0,46295,广东 广州
4544055528137701	,1581444865	,2020-09-01 09:02:42,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948787,559,0,51612,北京
4544055528137701	,1581444865	,2020-08-31 19:03:59,移动又贵网又慢[摊手],1739080703,怀臻开学又在写作业,不耍流氓的流氓不是好流氓，，，,157,265,0,2131,江苏 常州
4562638912620740	,6320322625	,2020-10-22 01:29:10,你好，你感兴趣的“中国移动”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #中国移动[超话]#,5878659096,超话社区,,238312285,1577,0,25837,北京
4572980740360095	,5337770345	,2020-11-19 15:36:58,您好，很抱歉给您带来不愉快的心情，烦请您私信描述一下遇到的具体问题，工作人员一定会尽力帮您的，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837686,648,0,53545,北京 西城区
4574850590968213	,5999479475	,2020-11-24 18:44:52,中国移动就是个大骗子！老人去交话费，劝老人办了宽带，说影视VIP免费送，办完就不给了！真不要脸！辽宁移动！投诉一年也不理不管！这服务，咋不死呢？,1403009411,股途取经,平凡俗世中挣扎的快乐精灵,441,670,0,1804,辽宁 沈阳
4575975175883913	,6012268529	,2020-11-28 09:47:20,您好，很抱歉给您带来不愉快的心情，烦请您私信描述一下遇到的具体问题，工作人员一定会尽力帮您的，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837686,648,0,53545,北京 西城区
4575975175883913	,6012268529	,2020-11-27 20:43:15,难道2010年出台的文件现在就不执行了？,6012268529,铜官记,记录铜川身边的事！,10345,197,1,1531,其他
4582841553521310	,2289119877	,2020-12-16 19:27:15,你好，你感兴趣的“中国移动”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #中国移动[超话]#,5878659096,超话社区,,238312285,1577,0,25837,北京
4589254897042388	,5547223818	,2021-01-04 16:51:28,您好，如果您在使用移动业务过程中有任何的疑问，您可以私信形式联系我们，我们会尽快回复您，感谢您对中国移动关注与支持！,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948782,559,0,51612,北京
4591113911941115	,5999479475	,2021-01-09 02:47:19,你好，你感兴趣的“智慧家庭”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #智慧家庭[超话]#,5878659096,超话社区,,238312285,1577,0,25837,北京
4593611260304264	,5725620131	,2021-01-19 08:25:20,移动垃圾的一批，我之前已经取消了所有套餐，现在还月月扣我53，问客服也说不出来钱花哪儿了，就是欺负人，我都准备换卡了。,5737338750,SUNMENG_A,FREE,72,456,0,91,浙江 杭州
4593611260304264	,5725620131	,2021-01-18 15:53:54,您好，您的问题我们已收到，我们非常重视，麻烦您将联系方式私信给我们，我们尽快与您联系，及时核查处理此问题。,1888536465,浙江移动10086,【微关注】：发送 浙江移动10086 到 10690090605，及时了解浙江移动最新通信信息，4G网络，G3手机一个都不能少！最热业务、促销，优惠即刻拥有！最给力微活动，你今天转发了吗！【微合作】：请发送私信给我们，简要描述合作内容及联系方式，以便我们联系； 【微投稿】：分享你身边和移动有关的趣事，各位童鞋可通过私信方式向我们投稿，格式为：【#微投稿#】+微博内容； 【微服务】：每天8:00--22:00专人在线服务，格式为：【#建议#】【#提问#】【#微活动#】【#我要反馈#】+需要求助的内容，以便客服人员分类、回复。,4808231,399,0,25167,浙江
4593611260304264	,5725620131	,2021-01-15 13:40:14,我上个月流量费莫名其妙的花了120,5747915344,yiyi97-,胖虎🐱的日常～,98,152,0,220,浙江 杭州
4593611260304264	,5725620131	,2021-01-15 12:42:13,你好，你感兴趣的“中国移动”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #中国移动[超话]#,5878659096,超话社区,,238312285,1577,0,25837,北京
4609553595370606	,6484844056	,2021-02-28 17:00:28,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837683,648,0,53545,北京 西城区
4619321446239016	,1265054572	,2021-04-05 20:38:26,我也在家遇到了这个情况，帮你找官方@中国消费者协会,2095365142,ZKSeraph,有些事情，你能想通，也能接受，但还是会难过。 ​​​​,286,333,0,642,山东
4619321446239016	,1265054572	,2021-03-27 13:07:30,你好！我是徐州移动工作人员，关于您反映的问题，将有工作人员联系您尽快处理问题的。感谢您对中国移动的支持与信赖！,6548110895,我心飞扬china-js-xz,我心向阳,56,216,0,31,江苏 徐州
4626188028347474	,1814742420	,2021-04-15 10:42:11,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948778,559,0,51612,北京
4627084506564915	,1260758765	,2021-04-18 09:41:11,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948778,559,0,51612,北京
4627084506564915	,1260758765	,2021-04-18 05:45:33,你也是厉害[笑cry][笑cry],1258172092,语冰_可说不可说,以下言论，都是双鱼VS处女&枭神VS食神对冲出来的。,3356,359,0,19321,山东 潍坊
4634198335296521	,3762224460	,2021-05-07 14:55:52,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837680,648,0,53546,北京 西城区
4634198335296521	,3762224460	,2021-05-07 13:12:56,@黑猫投诉,3762224460,雪子敏儿,一个你，一个我。,19,154,0,122,四川 泸州
4638256002238078	,5201847076	,2021-07-19 11:11:55,后续：最后撕移动撕回来了点，包年vip改成包月vip，最后付了一个月的教育频道vip钱。魔百盒很坑人，每个频道都要开不同的vip，资源又少，不如开其他软件vip值，姐妹们酌情考虑吧。大家一定要打客服电话，把订购自动扣话费改成扫二维码付款，不然就会发生我这样的情况[泪],5201847076,轻罗小扇扑__,,782,159,1,1438,海外
4638256002238078	,5201847076	,2021-07-18 15:18:12,是不是手机套餐免费上门安装宽带 附加的增值业务魔百盒啊,3748412121,羽暁然,,423,741,1,1451,上海
4638256002238078	,5201847076	,2021-05-20 15:05:20,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948776,559,0,51612,北京
4638256002238078	,5201847076	,2021-05-19 00:31:00,真的恶心。每月扣15，里面免费的资源少得可怜，又要开会员，问题是还是捆绑消费[挖鼻],6862658984,午后红茶呀64868,,2,13,1,37,广西 南宁
4640689395335187	,2931502410	,2021-05-25 16:43:39,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948775,559,0,51612,北京
4651011678147161	,2158456337	,2021-06-23 08:39:04,您好，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948774,559,0,51612,北京
4651357246326399	,1571128607	,2021-06-25 17:06:42,每天投诉几遍，明确要求解决时间，到时间不解决或者方案不满意，走工信部电信用户申诉受理中心 http://t.cn/A6biUBHk[航天员],1963949523,orange_i,因为心浪，所以微勃。,61,132,0,509,河北 石家庄
4651357246326399	,1571128607	,2021-06-24 08:56:25,亲，很抱歉给您带来不愉快的体验，为了保障您的信息安全和更好的了解相关情况，您可以把您的手机号码、遇到的具体问题、归属地市以私信发给我们，工作人员核实后会尽快联系您的，感谢您的关注。,1812610191,江苏移动,如有投诉或咨询，请拨打10086或访问中国移动江苏http://wap.js.10086.cn,462949,153,0,5763,江苏 南京
4652815392446458	,6392311806	,2021-06-28 20:16:59,买个华为智慧屏，带上直播伴侣，直接语音换台岂不美滋滋,5679793807,面积归一法,微博单机版好无聊,370,416,0,1195,江苏 泰州
4652815392446458	,6392311806	,2021-06-28 09:16:10,您好，很抱歉给您带来不愉快的心情，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948774,559,0,51612,北京
4652815392446458	,6392311806	,2021-06-27 21:51:59,用手机遥控。,1720785275,江学爱好者,江泽住民研习会。,401,252,0,1344,其他
4654994382395414	,2532911404	,2021-07-04 09:01:48,您好，如果您在使用移动业务过程中有任何的疑问，您可以私信形式联系我们，我们会尽快回复您，感谢您对中国移动关注与支持！,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837677,648,0,53546,北京 西城区
4661479812631193	,5258570693	,2021-07-22 15:16:46,您好，给您带来不好的体验深表歉意，您遇到的问题可以通过私信联系我们，我们会竭诚为您服务的。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948771,559,0,51612,北京
4662877942711036	,3754589865	,2021-07-26 10:45:39,您好，如果您在使用移动业务过程中有任何的疑问，您可以私信形式联系我们或可呼入服务热线10086提供诉求号码以便我方进一步沟通处理，感谢您对中国移动关注与支持！,7500340305,莆田移动服务监督,,0,30,0,0,福建
4662877942711036	,3754589865	,2021-07-25 16:28:38,您好，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837677,648,0,53546,北京 西城区
4662971991852245	,1663536052	,2021-07-26 15:10:12,移动垃圾,2246396754,_TheSunGoesDown_,手机铃声是You will never walk alone,482,366,0,12338,其他
4662971991852245	,1663536052	,2021-07-26 10:24:06,你咋不用联通的,2277391275,blackduckchow,YNWA 好运,800,853,0,321,四川
4662971991852245	,1663536052	,2021-07-26 08:07:57,尊敬的用户您好，请您私信告知号码，我们将查询业务具体办理情况，感谢您的支持！,2307972011,江苏移动南京公司,,1744,204,0,8076,江苏
4662971991852245	,1663536052	,2021-07-26 06:38:15,我家也是这样，电视都没打开，直接按了下遥控器，就订上了，可绝了,1793263277,丹daisy丹爱生活,,448,716,0,1940,江苏 徐州
4662961907960178	,1663536052	,2021-07-27 00:38:37,您好，请您通过私信提供一下您的号码和具体问题，我们会进一步详细了解并核实，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948771,559,0,51612,北京
4662961907960178	,1663536052	,2021-07-25 21:49:45,肯定是有鬼魂[裂开],1760991797,kk啤酒罐,人类的悲欢并不相通,500,661,0,8625,其他
4662961907960178	,1663536052	,2021-07-25 21:42:23,哈哈哈哈哈离谱,1866317325,三井寿退社,You’re free to attend my funeral.,2316,793,0,8685,海外
4670513643259773	,1779480181	,2021-08-25 16:20:31,您好，给你带来不好感知表示歉意，请留下您的联系方式以便我方核实处理。,2462048242,河北-石家庄移动,想关注我们？无需下载微博客户端，无需打开网页......只需编辑“任意内容”发送到106900900911088即可。手机号就是您的登录名、密码更好记！快告诉身边的闺蜜吧！,7213,179,0,2373,河北
4670513643259773	,1779480181	,2021-08-25 16:19:41,您好！给你带来不好感知表示歉意，请留下您的联系方式以便我方核实处理。,2462048242,河北-石家庄移动,想关注我们？无需下载微博客户端，无需打开网页......只需编辑“任意内容”发送到106900900911088即可。手机号就是您的登录名、密码更好记！快告诉身边的闺蜜吧！,7213,179,0,2373,河北
4670513643259773	,1779480181	,2021-08-15 20:49:45,携号转网吧，今天刚办了,5344521768,依燕燕,最初的天堂，最终的荒唐,90,189,0,1098,河北 石家庄
4670513643259773	,1779480181	,2021-08-15 17:50:08,发出来曝光是因为联系客服，客服没有权限取消,1779480181,時光如初D,“没有什么岁月静好，只不过是有人替你负重前行”,231,652,0,1693,河北 石家庄
4670513643259773	,1779480181	,2021-08-15 17:48:38,真是店大欺客啊！！,1779480181,時光如初D,“没有什么岁月静好，只不过是有人替你负重前行”,231,652,0,1693,河北 石家庄
4677290396750427	,6553489796	,2021-09-03 11:17:59,你这是被移动工作人员话术套路了。,2411596703,打工志愿者,一入电信深似海，坑蒙拐骗到还行？中国电信纪检部门应该查一查乱扣用户流量费，给用户乱开通业务的事情，家有家法、国有国法，陕西电信没有王法？,1598,2400,0,22217,陕西
4677368860639483	,1659643027	,2021-09-03 15:54:43,那不得要会员吗？？？,5333891096,比尔丶Landy,不要拿别人的错误来惩罚自己！,169,481,1,1342,云南 昭通
4702745070931148	,6385232673	,2021-11-12 17:08:04,您好，请您通过微博私信提供一下您的号码和具体问题，收到后我们会尽快核实给您回复，为节省等待时间，推荐您通过我公司自助填单服务反馈您所遇到的问题，自助填单服务地址http://t.cn/A6VR8DnB，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837676,648,0,53546,北京 西城区
4710609130620097	,5335444543	,2021-12-04 12:29:27,修好了[航天员][航天员][航天员],5335444543,无忧招财猫,日常碎碎念,175,289,0,387,山西 临汾
4711560298365373	,3321111482	,2021-12-07 09:44:12,您好，请您通过微博私信提供一下您的号码和具体问题，收到后我们会尽快核实给您回复，为节省等待时间，推荐您通过我公司自助填单服务反馈您所遇到的问题，自助填单服务地址http://t.cn/A6VR8DnB，感谢您的支持。,2001627641,中国移动,你的围脖好友、身边的通信专家，又和你见面啦！在这里，中国移动“和”你一起，分享新业务、新服务与新技术。感谢有你，一路相伴~了解更多资讯，请登录www.10086.cn,11837673,648,0,53546,北京 西城区
4712593740008762	,3194153385	,2021-12-09 22:29:39,一个收取服务费10元，哪怕1元也可以[挤眼],7402789317,东江草根,极端交易者（所有微博都是记录自己的投资心路历程，只对自己负责）,373,34,0,1900,广东 惠州
4712593740008762	,3194153385	,2021-12-09 21:51:50,[good],7019228723,缘分81520,,213,46,0,26,其他
4712593740008762	,3194153385	,2021-12-09 21:41:38,关键怎么变现？,5824845991,人工智能终端入口,,284,151,0,19,福建 漳州
4718772316015559	,5642400207	,2021-12-27 23:40:43,早干嘛去了[二哈],1824591461,界线_,此生尽兴赤诚善良,537,559,0,650,河南 周口
4718772316015559	,5642400207	,2021-12-26 22:18:27,当时应该让他加我的微信,6341504438,游乐园越来越爱吃银龙鱼,要做一个只记得快乐和知识的人。,92,165,0,1528,北京
4732631265050968	,3503677823	,2022-02-03 16:52:27,您好，请您通过微博私信提供一下您的号码和具体问题，收到后我们会尽快核实给您回复，为节省等待时间，推荐您通过我公司自助填单服务反馈您所遇到的问题，自助填单服务地址http://t.cn/A6VR8DnB，感谢您的支持。,1991428685,中国移动10086,给大家提供满意的服务，我们是专业的⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,19948760,559,0,51612,北京
4736407463002715	,1653953053	,2022-02-13 13:43:30,[1]http://t.cn/A6iE4hiE ,1653953053,淘宝券京东券优惠券优惠卷优惠劵,自助查券看置顶,602384,93,0,224753,浙江 温州
